3.896555,14.370107,2.755649,1.627330,9.109563,11.463268,16.664692,44.156933
3.928244,13.983677,3.367990,1.665605,9.021891,11.113900,16.760569,43.959370
3.893765,13.698453,3.831755,1.706870,8.988983,10.923820,17.125443,43.586887
3.892388,13.543623,4.064210,1.747670,9.115269,10.862638,17.288353,43.603439
3.915847,13.545074,4.163066,1.768046,9.171215,10.852730,17.352530,43.712605
3.921011,13.571738,4.337699,1.804042,9.282027,10.756160,17.402998,43.719494
3.908002,13.589231,4.414689,1.818407,9.321767,10.625771,17.416622,43.547455
3.849542,13.696477,4.580181,1.854972,9.263891,10.143797,17.399387,43.267551
3.848673,13.686246,4.663732,1.860780,9.195397,9.860114,17.436131,43.619308
3.874828,13.697158,4.898095,1.829418,9.483442,9.532852,17.551794,44.214462
3.907732,13.886663,5.103181,1.812467,9.795798,9.458133,17.500465,44.388233
3.932663,14.008607,5.201339,1.804993,9.985130,9.421787,17.456957,44.340935
3.986461,14.307196,5.374739,1.792675,10.279835,9.264331,17.376961,44.150352
4.015069,14.462636,5.451184,1.787667,10.340217,9.141615,17.353352,44.113434
4.098723,14.870374,5.527979,1.756017,10.506940,8.776092,17.245775,44.009495
4.181480,15.068205,5.533448,1.725903,10.607106,8.571203,17.329975,44.017204
4.225245,15.132051,5.569993,1.694525,10.622125,8.494843,17.345123,44.039959
4.260689,15.153475,5.603616,1.665656,10.628258,8.419825,17.354242,44.023998
4.331939,15.043065,5.831346,1.571489,10.615177,8.037472,17.371416,44.064575
4.353686,14.939167,5.948871,1.534947,10.980941,7.874262,17.314735,43.751251
4.382533,14.692708,6.051025,1.504015,11.331642,7.739480,17.193253,43.067528
4.365301,14.448824,6.137496,1.472649,11.630050,7.628050,17.001175,42.583809
4.342365,14.333081,6.154573,1.441712,11.761862,7.590410,16.907774,42.389999
4.303720,14.213376,6.184740,1.399029,11.994710,7.519666,16.675890,42.464333
4.291293,14.213509,6.198040,1.379969,12.047447,7.487871,16.561180,42.638058
4.230753,14.269833,6.379579,1.314087,11.874790,7.444305,16.283583,43.018532
4.247951,14.339435,6.536675,1.306334,11.844867,7.422343,16.060974,43.542774
4.254180,14.328271,6.728280,1.277445,11.858130,7.378290,15.888862,44.821686
4.226965,14.303905,6.782218,1.273914,11.846173,7.357582,15.879753,45.293713
4.183683,14.163267,6.877501,1.267675,11.820447,7.352624,15.824615,46.143364
4.205452,13.944470,6.931262,1.255559,11.779727,7.393247,15.766394,46.768173
4.263844,13.872804,6.849078,1.232537,11.745257,7.497554,15.604811,47.158047
4.302371,13.891424,6.681191,1.199238,11.716080,7.610509,15.473638,47.336235
4.337863,13.876197,6.356988,1.160324,11.692996,7.708923,15.419742,47.496941
4.389672,13.910952,6.018776,1.127384,11.674940,7.790319,15.367845,47.667046
4.428862,13.975245,5.711899,1.080038,11.653845,7.848868,15.101049,47.782181
4.465818,13.819464,5.203889,0.982641,11.411822,7.858840,14.865427,47.655861
4.489461,13.713774,5.032044,0.968807,11.288934,7.844733,14.746338,47.662804
4.522495,13.645890,4.908345,0.958815,11.158631,7.820043,14.640687,47.461327
4.532258,13.616241,4.853090,0.954409,11.098628,7.803095,14.593279,47.269890
4.535054,13.589770,4.800145,0.950356,11.043423,7.787892,14.523734,46.993458
4.556054,13.623559,4.673649,0.945607,10.881711,7.730769,14.308152,46.511181
4.576394,13.611038,4.593131,0.943512,10.654733,7.691795,14.286328,46.445023
4.601527,13.533738,4.361638,0.939813,10.253771,7.563309,14.304171,46.375904
4.563120,12.976736,4.034591,0.935301,9.504345,7.358065,14.379994,46.215542
4.530961,12.587102,3.869590,0.931167,9.123922,7.241979,14.433489,46.189102
4.504125,12.259542,3.754593,0.927667,8.773661,7.146619,14.476009,46.209648
4.466054,11.900619,3.657250,0.924704,8.439846,7.053812,14.345833,46.420933
4.449735,11.938545,3.590232,0.922196,8.178586,6.969131,14.349944,46.657394
4.437645,12.027250,3.544330,0.921091,8.134974,6.919552,14.491312,46.763931
4.444735,12.098117,3.510200,0.920073,8.185199,6.916799,14.673806,46.818821
4.460108,12.161732,3.458797,0.919137,8.231408,6.914266,14.846606,46.869457
4.488304,12.400702,3.225980,0.924216,8.338389,6.834312,15.341461,47.123955
4.474283,12.529971,3.118786,0.962529,8.149834,6.702946,15.600073,47.314938
4.492037,12.763167,3.030400,1.018690,7.908860,6.527696,15.951426,47.632977
4.505184,12.817771,3.005518,1.032165,7.840522,6.475083,16.039955,47.667336
4.533311,12.884624,2.961564,1.043496,7.719804,6.387532,16.263157,47.388775
4.619669,12.977585,3.153182,1.059008,7.542837,6.229511,16.659201,46.957077
4.715798,13.032228,3.374823,1.038327,7.431579,6.071669,16.879498,46.749329
4.733553,13.101564,3.490807,1.015034,7.336596,6.001812,16.999945,46.442764
4.790120,13.373179,3.786025,0.955746,7.065979,5.760049,17.192610,45.302288
4.863289,13.545753,3.945593,0.914866,6.877072,5.592834,17.217997,44.764553
4.908423,13.629348,4.015941,0.896843,6.801860,5.509775,17.238033,44.552174
5.048594,13.943790,4.319963,0.826175,6.652885,5.251755,17.324911,43.912888
5.068367,14.004004,4.359149,0.815244,6.655033,5.215027,17.340748,43.803593
5.128804,14.110372,4.487609,0.795933,6.657211,5.216624,17.520378,43.844196
5.189493,14.120275,4.608531,0.779587,6.657570,5.243518,17.707003,43.777676
5.245033,14.127591,4.671134,0.772381,6.657728,5.257629,17.793242,43.721272
5.387020,14.404964,4.830478,0.754039,6.675354,5.294157,17.902361,43.366085
5.405928,14.675993,4.916605,0.730953,6.622249,5.323674,17.879084,43.121838
5.414528,14.826358,4.964221,0.713528,6.614446,5.422954,17.851896,42.837437
5.413055,14.867482,4.973094,0.704174,6.650650,5.541977,17.826273,42.787956
5.464107,14.913634,4.986652,0.687649,7.103675,5.800086,17.807959,43.082516
5.468379,14.870854,5.007844,0.721683,7.912240,6.446513,18.053270,43.171814
5.499247,14.880670,5.042342,0.744017,8.406067,6.667590,18.033478,42.968079
5.593415,14.881815,5.095716,0.762921,8.897195,6.881870,18.093287,42.796642
5.697269,14.876139,5.129668,0.771256,9.141743,6.987491,18.102976,42.696228
5.819210,14.863923,5.155353,0.790991,9.391444,7.101449,18.166622,42.609333
6.432899,14.853814,5.201118,0.855364,10.205934,7.481057,18.844805,42.402576
6.702305,14.795166,5.187894,0.914632,10.563210,7.684366,19.161924,42.690678
7.225654,14.288496,5.129476,1.039322,10.720334,7.904480,19.009085,43.370159
7.606197,13.975259,5.087967,1.106718,10.652998,8.010664,18.837456,43.707027
7.812530,13.803178,5.069667,1.132545,10.623312,8.097429,18.836248,43.876186
8.307867,13.533750,5.037340,1.163944,10.276530,8.302610,18.851929,44.239819
8.971413,13.293399,4.940552,1.241648,10.265396,8.524001,18.909342,44.548637
9.721766,13.125949,4.862536,1.289981,10.298379,8.724620,19.004259,45.176674
10.066192,13.065056,4.828141,1.311289,10.316033,8.811656,19.072779,45.511993
10.739091,12.949987,4.767381,1.348931,10.357806,9.015822,19.188934,46.033455
11.374022,12.688736,4.593666,1.384504,10.425003,9.216835,19.306622,46.395161
11.868778,12.399780,4.160808,1.418029,10.500775,9.471057,19.456978,46.522415
12.079579,12.241651,3.937398,1.432809,10.528980,9.585053,19.516550,46.691200
12.612866,11.864790,3.541775,1.458918,10.708084,9.830988,19.585543,47.431278
13.098742,11.533937,3.206887,1.481019,10.965577,10.185110,19.694942,48.472034
13.312896,11.376685,3.059247,1.491644,11.079096,10.346231,19.758619,48.927753
13.970488,11.028663,2.676841,1.538668,11.433304,10.691999,19.987041,50.112034
14.371545,10.827972,2.462041,1.575083,11.572979,10.813783,20.202940,50.524494
14.743325,10.599095,2.292853,1.631689,11.741395,10.981815,20.412148,51.120945
14.912129,10.519737,2.224319,1.672464,11.834058,11.060353,20.510056,51.371002
15.301589,10.501350,1.996623,1.863085,12.069916,11.232126,20.697748,51.808819
15.647451,10.568561,1.798296,2.058214,12.522126,11.480322,21.033274,52.398369
15.870901,10.415985,1.691098,2.166783,12.842247,11.628815,21.282478,53.051071
16.019228,10.333863,1.643838,2.211509,12.983377,11.679835,21.397963,53.477394
16.303438,10.240313,1.560353,2.278404,13.327981,11.771192,21.637381,54.223396
16.482859,10.235434,1.523547,2.302088,13.463603,11.770770,21.760599,54.503189
16.926029,10.230497,1.429864,2.368306,13.357446,11.654186,22.333851,54.689018
17.187243,10.233276,1.379228,2.382592,13.153326,11.544887,22.696901,54.724098
17.344215,10.231037,1.356904,2.377920,13.063337,11.483210,22.955956,54.907063
17.813324,10.207461,1.233639,2.362681,12.585676,11.256281,23.682770,56.402100
17.891472,10.197171,1.152258,2.356768,12.481624,11.141004,23.966043,57.340744
17.903629,10.234191,1.111387,2.342094,12.439129,11.105957,24.039240,57.833305
17.847521,10.291816,1.042335,2.335704,12.364061,11.059832,24.076763,58.859077
17.806568,10.373184,1.011892,2.342247,12.330968,11.028606,24.076582,59.255486
17.770945,10.469330,1.009906,2.358550,12.256007,10.950391,24.148350,59.558392
17.565023,10.516275,1.100455,2.545164,12.120555,10.943076,24.283627,59.819099
17.346512,10.549229,1.233061,2.667756,12.156723,10.991014,24.303400,59.904278
17.030052,10.612123,1.348382,2.854892,12.187340,11.017593,24.175714,60.071308
16.846127,10.638290,1.420547,2.949197,12.244045,11.019835,24.066040,60.158592
16.355087,10.700049,1.548029,3.116724,12.263194,10.997821,23.908939,60.255920
15.364065,10.862863,1.734129,3.291564,12.304016,11.041623,23.855288,60.337952
14.793063,10.969727,1.973786,3.418517,12.445990,11.114620,23.901327,60.521271
14.496303,11.054714,2.201908,3.562343,12.500232,11.142640,23.920914,60.543186
13.375395,11.318232,3.202794,4.102289,12.635122,11.119108,24.057625,60.553978
13.161054,11.368219,3.405468,4.210791,12.655283,11.101658,24.163549,60.513748
12.902466,11.442707,3.603264,4.310617,12.765558,11.133466,24.266676,60.335098
11.723451,11.646051,4.378843,5.261974,14.694836,11.429386,24.619801,58.112911
11.481141,11.687382,4.562105,5.452353,15.328560,11.521704,24.654955,57.634315
10.903101,11.870848,5.484854,6.450154,17.304691,11.782904,24.921278,56.905029
10.573251,11.862316,6.140844,7.001228,18.797874,11.889623,25.298214,56.804432
10.278276,11.809397,6.726547,7.440729,19.991396,11.937887,25.576216,56.892693
10.146189,11.752412,6.973983,7.613262,20.581646,11.962203,25.656340,56.914249
9.879041,11.611410,7.391493,7.890303,21.641022,12.031693,25.817072,56.697468
9.616780,11.456097,7.784448,8.114686,22.263416,12.040050,25.977045,56.692284
9.498546,11.403345,7.986423,8.237840,22.537809,12.024533,26.020824,56.646549
9.197797,11.246549,8.343222,8.513229,23.304190,12.033838,26.185917,56.231102
8.762198,11.040925,8.808210,8.951077,24.633842,12.104917,26.439949,55.677765
8.453417,10.893883,9.062341,9.221959,25.706953,12.149635,26.446486,55.228600
8.168216,10.735146,9.356668,9.509288,26.630493,12.172497,26.323572,54.846397
7.898580,10.631328,9.661364,9.752506,27.851606,12.325554,26.208878,54.110081
7.593122,10.532834,9.992991,9.986876,29.190639,12.478446,26.190062,53.299877
