0.000000,0.026316,0.166316,0.065263,0.164211
0.000000,0.026316,0.166316,0.065263,0.164211
0.000000,0.026316,0.166316,0.066316,0.165263
0.000000,0.026316,0.166316,0.066316,0.165263
0.000000,0.026316,0.166316,0.065263,0.165263
0.000000,0.026316,0.166316,0.065263,0.164211
0.000000,0.026316,0.166316,0.065263,0.164211
0.000000,0.026316,0.165263,0.065263,0.165263
0.000000,0.026316,0.165263,0.065263,0.165263
0.000000,0.026316,0.165263,0.065263,0.165263
0.000000,0.026316,0.165263,0.065263,0.165263
0.000000,0.026316,0.165263,0.065263,0.165263
0.000000,0.026316,0.165263,0.065263,0.165263
0.000000,0.026316,0.165263,0.065263,0.165263
0.000000,0.026316,0.165263,0.065263,0.165263
0.000000,0.026316,0.165263,0.065263,0.165263
0.000000,0.026316,0.165263,0.065263,0.165263
0.000000,0.026316,0.165263,0.065263,0.164211
0.000000,0.026316,0.165263,0.065263,0.164211
0.000000,0.026316,0.165263,0.065263,0.165263
0.000000,0.026316,0.165263,0.065263,0.165263
0.000000,0.026316,0.165263,0.065263,0.165263
0.000000,0.026316,0.165263,0.065263,0.165263
0.000000,0.026316,0.165263,0.065263,0.164211
0.000000,0.026316,0.165263,0.065263,0.164211
0.000000,0.026316,0.165263,0.065263,0.164211
0.000000,0.026316,0.165263,0.065263,0.164211
0.000000,0.026316,0.164211,0.065263,0.164211
0.000000,0.026316,0.164211,0.065263,0.164211
0.000000,0.026316,0.164211,0.065263,0.164211
0.000000,0.026316,0.164211,0.065263,0.164211
0.000000,0.026316,0.164211,0.065263,0.164211
0.000000,0.026316,0.164211,0.065263,0.164211
0.000000,0.026316,0.164211,0.065263,0.164211
0.000000,0.026316,0.164211,0.065263,0.164211
0.000000,0.026316,0.164211,0.065263,0.164211
0.000000,0.026316,0.164211,0.065263,0.164211
0.000000,0.026316,0.164211,0.065263,0.164211
0.000000,0.026316,0.164211,0.065263,0.164211
0.000000,0.026316,0.164211,0.065263,0.164211
0.000000,0.026316,0.164211,0.065263,0.164211
0.000000,0.026316,0.164211,0.065263,0.164211
0.000000,0.026316,0.164211,0.065263,0.164211
0.000000,0.026316,0.165263,0.065263,0.164211
0.000000,0.026316,0.165263,0.065263,0.164211
0.000000,0.028421,0.174737,0.068421,0.172632
0.000000,0.028421,0.174737,0.068421,0.172632
0.000000,0.032632,0.203158,0.086316,0.202105
0.000000,0.032632,0.203158,0.086316,0.202105
0.000000,0.037895,0.249474,0.121053,0.255789
0.000000,0.037895,0.249474,0.121053,0.255789
0.000000,0.047368,0.327368,0.189474,0.351579
0.000000,0.047368,0.327368,0.189474,0.351579
0.000000,0.067368,0.457895,0.296842,0.486316
0.000000,0.067368,0.457895,0.296842,0.486316
0.000000,0.096842,0.589474,0.409474,0.588421
0.000000,0.096842,0.589474,0.409474,0.588421
0.004211,0.130526,0.672632,0.503158,0.658947
0.004211,0.130526,0.672632,0.503158,0.658947
0.018947,0.182105,0.734737,0.586316,0.720000
0.034737,0.270526,0.797895,0.676842,0.777895
0.034737,0.270526,0.797895,0.676842,0.777895
0.053684,0.381053,0.841053,0.752632,0.825263
0.064211,0.443158,0.860000,0.782105,0.846316
0.064211,0.443158,0.860000,0.782105,0.846316
0.091579,0.581053,0.894737,0.833684,0.883158
0.091579,0.581053,0.894737,0.833684,0.883158
0.128421,0.707368,0.922105,0.870526,0.913684
0.128421,0.707368,0.922105,0.870526,0.913684
0.181053,0.785263,0.941053,0.894737,0.932632
0.242105,0.843158,0.954737,0.913684,0.947368
0.242105,0.843158,0.954737,0.913684,0.947368
0.305263,0.889474,0.969474,0.933684,0.961053
0.305263,0.889474,0.969474,0.933684,0.961053
0.392632,0.923158,0.981053,0.949474,0.968421
0.392632,0.923158,0.981053,0.949474,0.968421
0.509474,0.947368,0.991579,0.961053,0.975789
0.509474,0.947368,0.991579,0.961053,0.975789
0.622105,0.964211,0.997895,0.970526,0.980000
0.702105,0.973684,1.000000,0.971579,0.981053
0.702105,0.973684,1.000000,0.971579,0.981053
0.783158,0.980000,1.000000,0.974737,0.982105
0.783158,0.980000,1.000000,0.974737,0.982105
0.846316,0.980000,1.000000,0.972632,0.982105
0.846316,0.980000,1.000000,0.972632,0.982105
0.896842,0.981053,1.000000,0.973684,0.984211
0.896842,0.981053,1.000000,0.973684,0.984211
0.928421,0.980000,1.000000,0.970526,0.984211
0.928421,0.980000,1.000000,0.970526,0.984211
0.952632,0.980000,1.000000,0.969474,0.982105
0.952632,0.980000,1.000000,0.969474,0.982105
0.970526,0.980000,1.000000,0.967368,0.980000
0.970526,0.980000,1.000000,0.967368,0.980000
0.981053,0.982105,0.997895,0.965263,0.980000
0.981053,0.982105,0.997895,0.965263,0.980000
0.990526,0.983158,0.995789,0.961053,0.980000
0.995789,0.981053,0.995789,0.961053,0.981053
1.000000,0.983158,0.995789,0.957895,0.980000
1.000000,0.983158,0.995789,0.957895,0.980000
1.000000,0.983158,0.994737,0.954737,0.981053
1.000000,0.983158,0.994737,0.954737,0.981053
1.000000,0.982105,0.994737,0.954737,0.980000
1.000000,0.982105,0.994737,0.954737,0.980000
1.000000,0.981053,0.993684,0.952632,0.981053
1.000000,0.981053,0.993684,0.952632,0.981053
1.000000,0.981053,0.993684,0.950526,0.980000
1.000000,0.981053,0.993684,0.950526,0.980000
1.000000,0.981053,0.992632,0.949474,0.980000
1.000000,0.981053,0.992632,0.949474,0.980000
1.000000,0.980000,0.992632,0.947368,0.980000
1.000000,0.980000,0.992632,0.947368,0.980000
1.000000,0.980000,0.992632,0.945263,0.978947
1.000000,0.980000,0.992632,0.945263,0.978947
1.000000,0.975789,0.991579,0.944210,0.978947
1.000000,0.975789,0.991579,0.944210,0.978947
1.000000,0.975789,0.991579,0.943158,0.978947
1.000000,0.975789,0.989474,0.942105,0.976842
1.000000,0.975789,0.989474,0.942105,0.976842
1.000000,0.973684,0.989474,0.941053,0.975789
1.000000,0.973684,0.989474,0.941053,0.975789
