name	label	A0	A1	A2	A3	A4	A5	A6	A7	Placement
340	7 : three	0.106434	0.114580	0.245065	0.821662	0.002470	0.061869	0.898678	0.292242	100.000000
341	4 : pointing	0.347529	0.643964	0.275811	0.637934	0.026992	0.101842	0.069198	0.383152	100.000000
342	9 : five	0.354874	0.413809	0.703977	0.844586	0.023496	0.344295	0.935798	0.622485	100.000000
343	1 : pinch	0.142424	0.060680	0.122276	0.765214	0.063016	0.298218	0.335344	0.079187	100.000000
344	9 : five	0.327154	0.537078	0.793546	0.857058	0.054199	0.444090	0.962154	0.628128	100.000000
345	5 : one	0.411782	0.232012	0.251909	0.602371	0.052247	0.065472	0.069301	0.090209	100.000000
346	8 : four	0.241869	0.244342	0.483336	0.889049	0.007005	0.121509	0.812976	0.245243	100.000000
347	4 : pointing	0.596770	0.802108	0.472128	0.650415	0.039928	0.102754	0.194603	0.593238	100.000000
348	9 : five	0.326866	0.371608	0.627467	0.831023	0.026218	0.319504	0.921720	0.584996	100.000000
349	4 : pointing	0.357512	0.548121	0.226159	0.604650	0.033265	0.098754	0.100793	0.339079	100.000000
350	8 : four	0.273686	0.263747	0.471324	0.873363	0.009229	0.131619	0.793103	0.290195	100.000000
351	3 : hook	0.716373	0.636569	0.482583	0.617907	0.087708	0.228197	0.822201	0.602250	100.000000
352	5 : one	0.394426	0.238270	0.272640	0.679363	0.075947	0.056051	0.036960	0.067267	100.000000
353	2 : fist	0.999509	0.999359	0.182826	0.969744	0.743396	0.943865	0.999997	0.946496	100.000000
354	1 : pinch	0.133303	0.052984	0.110177	0.740636	0.077100	0.334688	0.365799	0.085472	100.000000
355	7 : three	0.154314	0.142656	0.261403	0.786595	0.006120	0.087423	0.882998	0.360576	100.000000
356	7 : three	0.138995	0.142865	0.281865	0.822056	0.003351	0.067866	0.932571	0.314122	100.000000
357	2 : fist	0.884165	0.959358	0.619412	0.900434	0.407162	0.698148	0.995485	0.801114	100.000000
358	1 : pinch	0.147569	0.039874	0.106580	0.751615	0.148086	0.472396	0.358708	0.131555	100.000000
359	1 : pinch	0.152066	0.059585	0.123377	0.760640	0.095268	0.375629	0.370729	0.095177	100.000000
360	0 : rest	0.043005	0.006186	0.079461	0.743165	0.000035	0.000085	0.052666	0.004804	100.000000
361	6 : two	0.346844	0.206134	0.228219	0.726836	0.006816	0.175131	0.399366	0.147523	100.000000
362	0 : rest	0.029803	0.008220	0.073026	0.737742	0.000228	0.000914	0.067847	0.006211	100.000000
363	1 : pinch	0.094974	0.038462	0.079417	0.692960	0.049756	0.251837	0.331138	0.070673	100.000000
364	3 : hook	0.708067	0.641205	0.466779	0.627570	0.083864	0.201676	0.833666	0.611825	100.000000
365	9 : five	0.349559	0.474711	0.728138	0.836175	0.042304	0.401049	0.931390	0.603278	100.000000
366	8 : four	0.181654	0.264037	0.634296	0.936145	0.002438	0.115915	0.922242	0.220086	100.000000
