name	label	A0	A1	A2	A3	A4	A5	A6	A7	Placement
5574	3 : hook	0.277551	0.341626	0.460562	0.089277	0.094382	0.265069	0.608397	0.321047	100.000000
5575	1 : pinch	0.021164	0.024284	0.082576	0.109799	0.106459	0.202481	0.229841	0.039702	100.000000
5576	5 : one	0.146049	0.183617	0.243454	0.116091	0.054580	0.099827	0.061244	0.085251	100.000000
5577	9 : five	0.351397	0.286251	0.499710	0.169391	0.068648	0.222006	0.579310	0.322825	100.000000
5578	7 : three	0.033406	0.042375	0.258078	0.098964	0.051506	0.089500	0.547727	0.065245	100.000000
5579	8 : four	0.147029	0.238050	0.365791	0.271128	0.050262	0.207926	0.522016	0.148964	100.000000
5580	5 : one	0.189828	0.162059	0.205219	0.154442	0.066458	0.141966	0.044165	0.079144	100.000000
5581	3 : hook	0.386749	0.280046	0.374845	0.079189	0.126104	0.324518	0.551920	0.249661	100.000000
5582	0 : rest	0.018752	0.012434	0.019582	0.112618	0.070321	0.039441	0.031438	0.026259	100.000000
5583	4 : pointing	0.249670	0.266310	0.203542	0.071041	0.111601	0.135708	0.038239	0.285417	100.000000
5584	5 : one	0.201594	0.172945	0.132047	0.083376	0.057505	0.104883	0.042637	0.068779	100.000000
5585	4 : pointing	0.220377	0.251108	0.248057	0.060458	0.100716	0.111469	0.147857	0.292086	100.000000
5586	7 : three	0.046712	0.029044	0.279078	0.136052	0.058864	0.109443	0.466709	0.117132	100.000000
5587	2 : fist	0.611188	0.691880	0.382813	0.235381	0.515034	0.515408	0.693804	0.704713	100.000000
5588	2 : fist	0.744932	0.632438	0.420296	0.241172	0.464599	0.640698	0.696658	0.595082	100.000000
5589	8 : four	0.222440	0.123834	0.361311	0.228810	0.076449	0.152307	0.592609	0.203985	100.000000
5590	8 : four	0.152313	0.117891	0.432482	0.176847	0.073249	0.174282	0.707433	0.099676	100.000000
5591	7 : three	0.097756	0.039640	0.286217	0.121485	0.067925	0.132742	0.650635	0.090430	100.000000
5592	3 : hook	0.433219	0.367965	0.301780	0.145393	0.082126	0.086612	0.545337	0.303649	100.000000
5593	2 : fist	0.703109	0.545941	0.462738	0.271913	0.406251	0.470149	0.584423	0.564363	100.000000
5594	2 : fist	0.647788	0.637073	0.389281	0.309747	0.301369	0.502626	0.652433	0.463668	100.000000
5595	7 : three	0.038530	0.031095	0.212409	0.082949	0.064118	0.096678	0.615648	0.150048	100.000000
5596	7 : three	0.054735	0.020175	0.230560	0.119564	0.075539	0.151626	0.569905	0.134134	100.000000
5597	4 : pointing	0.239022	0.316456	0.190928	0.205436	0.071332	0.063560	0.041644	0.270686	100.000000
5598	6 : two	0.237297	0.163630	0.176160	0.129967	0.045048	0.155386	0.269320	0.059673	100.000000
5599	8 : four	0.126955	0.163721	0.408687	0.198851	0.072255	0.192340	0.460626	0.108208	100.000000
5600	9 : five	0.236055	0.141801	0.415416	0.243279	0.107903	0.389002	0.567579	0.336847	100.000000
