2.530763,89.791708,13.344928,4.595328,11.859605,2.11324,4.06105,23.135556,2.804566,3.858451,5.99306,14.277221,1.939681,9.836298,5.459177,9.952009,1
2.512672,89.120515,13.282553,4.532558,11.773381,2.108566,4.025368,22.990359,2.791255,3.853005,5.957324,14.19129,1.941354,9.745107,5.434336,9.919116,1
2.518892,89.354768,13.318311,4.547217,11.799885,2.104478,4.045394,23.04408,2.793475,3.872037,5.956558,14.229349,1.939912,9.772219,5.435123,9.944228,1
2.517367,89.33487,13.317804,4.532978,11.79215,2.103275,4.042621,23.042325,2.789059,3.875451,5.958923,14.226366,1.939294,9.758894,5.432346,9.949731,1
2.518564,89.40522,13.349433,4.542494,11.796652,2.101892,4.056647,23.059349,2.792247,3.881458,5.959674,14.245638,1.941509,9.774146,5.434717,9.954781,1
2.498798,88.298329,13.202383,4.536865,11.670123,2.090209,3.996236,22.750951,2.787106,3.847091,5.87457,14.083533,1.939431,9.668788,5.383139,9.79284,1
2.45849,85.847394,12.938749,4.460003,11.319112,2.087613,3.935244,22.115683,2.764772,3.772979,5.737026,13.74728,1.941595,9.440928,5.264925,9.472985,1
2.458372,85.371851,12.868296,4.472766,11.267968,2.085389,3.895504,21.962018,2.757468,3.754605,5.68575,13.648062,1.947692,9.37089,5.236109,9.396629,1
2.368888,78.138397,12.087176,4.285934,10.243137,2.080446,3.671743,20.06423,2.647775,3.492943,5.246767,12.633502,1.935697,8.648295,4.859537,8.52056,1
2.355487,77.476529,12.033656,4.246859,10.156166,2.079662,3.655156,19.923995,2.636335,3.470715,5.225581,12.566721,1.936697,8.609782,4.832679,8.459312,1
2.334289,74.588411,11.734073,4.195106,9.721016,2.079719,3.595361,19.128736,2.585879,3.343141,5.034584,12.167127,1.914006,8.293408,4.663486,8.107954,1
2.322587,73.101494,11.582799,4.149919,9.51401,2.07886,3.567695,18.767965,2.552927,3.268396,4.968769,12.006425,1.911897,8.169844,4.589219,7.95751,1
2.353046,74.35501,11.737929,4.180661,9.652271,2.077652,3.616102,19.098487,2.576298,3.319594,5.014935,12.17224,1.918022,8.255679,4.663868,8.077674,1
2.393711,76.342118,11.91321,4.210396,9.915682,2.079676,3.703139,19.582798,2.587939,3.385414,5.09037,12.429649,1.919982,8.39953,4.76878,8.279798,1
2.415943,77.401,12.138649,4.26744,10.029031,2.086932,3.724394,19.869144,2.603367,3.430133,5.126193,12.566553,1.937511,8.497789,4.834255,8.405995,1
2.532577,83.489385,12.921054,4.429709,10.761163,2.086846,3.938637,21.368511,2.666873,3.631464,5.378119,13.313446,1.947896,9.002563,5.137159,9.068841,1
2.531413,83.530012,12.910952,4.424837,10.756305,2.106467,3.953038,21.370108,2.674538,3.632586,5.3722,13.306276,1.945095,9.003127,5.123504,9.053482,1
2.594338,86.414357,13.340041,4.538828,11.104122,2.112106,4.011915,22.08902,2.695696,3.726056,5.514946,13.681407,1.959529,9.278376,5.277246,9.419779,1
2.606539,87.407182,13.46749,4.575597,11.204002,2.119035,4.047449,22.315981,2.720362,3.738758,5.54149,13.807347,1.950214,9.365902,5.297668,9.526292,1
2.613423,87.468222,13.470454,4.576954,11.218479,2.125919,4.049525,22.332778,2.720462,3.747887,5.575222,13.817884,1.961345,9.372562,5.307436,9.53557,1
2.614247,87.40037,13.464366,4.578313,11.206558,2.125886,4.049879,22.31418,2.720194,3.747753,5.572855,13.815443,1.966263,9.365631,5.305336,9.517198,1
2.613537,87.349055,13.463875,4.579204,11.202007,2.125931,4.051398,22.301884,2.725422,3.755681,5.599773,13.809,1.970122,9.361297,5.310697,9.511325,1
2.613492,87.58263,13.538183,4.599158,11.219571,2.125688,4.069854,22.363112,2.725402,3.755669,5.605154,13.824555,1.981433,9.392801,5.33069,9.555959,1
2.613706,87.72439,13.562066,4.610248,11.239137,2.125658,4.067032,22.395749,2.747425,3.756442,5.616042,13.836658,1.981667,9.406957,5.350953,9.569714,1
2.613595,87.742866,13.574683,4.614658,11.239366,2.126152,4.068594,22.40251,2.764424,3.759843,5.635477,13.83658,1.991094,9.413427,5.355037,9.582639,1
2.614021,87.717851,13.581855,4.625213,11.233665,2.126852,4.063361,22.394075,2.761411,3.763827,5.634322,13.833799,1.991093,9.414055,5.358022,9.588834,1
2.61341,87.691687,13.57798,4.625111,11.230951,2.129517,4.06177,22.389086,2.762312,3.762007,5.631073,13.833551,1.993867,9.411083,5.359088,9.586422,1
2.613722,87.757439,13.579208,4.623804,11.237503,2.129745,4.067235,22.402749,2.763207,3.77603,5.646667,13.849401,1.993738,9.415542,5.357651,9.594343,1
2.61518,87.806034,13.581244,4.625455,11.244307,2.144869,4.068798,22.416013,2.770308,3.788169,5.663975,13.853406,1.992438,9.421868,5.360487,9.594257,1
2.614356,87.814015,13.581895,4.623963,11.244085,2.163663,4.067812,22.417573,2.78131,3.788274,5.664469,13.8561,1.993571,9.422409,5.359205,9.613068,1
2.613197,87.795839,13.581148,4.631627,11.238086,2.165101,4.063555,22.416518,2.779983,3.786068,5.663797,13.852122,1.995165,9.416932,5.358834,9.611973,1
2.617073,87.779016,13.576362,4.633547,11.232132,2.187551,4.05265,22.414276,2.784617,3.784706,5.664549,13.850943,2.000916,9.415211,5.357718,9.616373,1
2.61987,87.811441,13.597898,4.633109,11.240859,2.189775,4.060493,22.422023,2.790314,3.780977,5.670106,13.855652,2.002551,9.413445,5.358507,9.61587,1
2.621,87.84241,13.613956,4.634936,11.244773,2.191352,4.062992,22.433465,2.805331,3.782949,5.678982,13.861904,2.008523,9.413017,5.368676,9.616605,1
2.630093,87.846613,13.612394,4.634104,11.24508,2.192197,4.061322,22.433548,2.817038,3.781316,5.66972,13.861908,2.00968,9.413754,5.371592,9.618468,1
2.627992,87.836344,13.609677,4.629348,11.240198,2.192992,4.060132,22.430284,2.820705,3.781261,5.675894,13.8605,2.012729,9.412003,5.372748,9.616603,1
2.630811,87.824406,13.61723,4.628888,11.23667,2.194482,4.059941,22.429512,2.864679,3.779315,5.667428,13.857747,2.016384,9.411551,5.376489,9.622104,1
2.630712,87.842179,13.631549,4.627623,11.24162,2.194461,4.071241,22.435536,2.885957,3.779136,5.661314,13.85976,2.020678,9.410224,5.378045,9.621123,1
2.629268,87.863337,13.631226,4.625509,11.241508,2.197734,4.075648,22.442843,2.885899,3.779403,5.661774,13.861988,2.021746,9.410578,5.377546,9.623325,1
2.629629,87.865458,13.634308,4.625459,11.24254,2.197547,4.077185,22.443493,2.896595,3.778832,5.663898,13.862222,2.025309,9.41097,5.378093,9.624145,1
2.631001,87.858031,13.636839,4.625775,11.243692,2.199724,4.077662,22.439658,2.906919,3.778859,5.658787,13.861216,2.026628,9.409843,5.375487,9.623943,1
2.637217,87.850825,13.639704,4.625927,11.243701,2.198725,4.075936,22.436389,2.910477,3.776566,5.661317,13.859174,2.027611,9.410409,5.375755,9.625024,1
2.636833,87.862509,13.648293,4.625784,11.245514,2.206545,4.080033,22.436898,2.910445,3.77862,5.662075,13.859826,2.027209,9.411561,5.375593,9.624784,1
2.638528,87.882338,13.647927,4.630983,11.247949,2.202878,4.077464,22.44146,2.911321,3.77581,5.664212,13.861862,2.034171,9.412576,5.380224,9.63033,1
2.639453,87.8831,13.649011,4.631965,11.248744,2.214548,4.079617,22.441422,2.913194,3.776375,5.667937,13.861045,2.03864,9.412096,5.379506,9.631414,1
2.63837,87.876798,13.64713,4.630991,11.249162,2.216685,4.080249,22.439555,2.910845,3.775812,5.66844,13.858708,2.038955,9.41249,5.381063,9.630924,1
2.638257,87.871703,13.650541,4.636612,11.249351,2.223491,4.079465,22.43765,2.910884,3.775628,5.667824,13.858726,2.039181,9.410464,5.378117,9.63042,1
2.638348,87.880628,13.6883,4.643955,11.250515,2.225315,4.083884,22.439426,2.9078,3.77598,5.673315,13.86562,2.051131,9.410758,5.37771,9.632869,1
2.639301,87.904996,13.693989,4.644609,11.255911,2.221648,4.078909,22.444056,2.906571,3.776239,5.685643,13.871893,2.061594,9.410059,5.377153,9.636873,1
2.636771,87.905087,13.711519,4.642776,11.255908,2.223115,4.079698,22.444038,2.905956,3.775825,5.685946,13.872952,2.062124,9.410089,5.374551,9.63658,1
2.636129,87.903655,13.803551,4.681496,11.257171,2.216703,4.082649,22.442398,2.904676,3.777927,5.694687,13.873953,2.078865,9.409137,5.371155,9.635177,1
2.634869,87.898892,13.86652,4.719697,11.25694,2.215759,4.074643,22.440457,2.903875,3.78204,5.700385,13.872118,2.084863,9.410405,5.371063,9.635191,1
2.631543,87.905433,13.865998,4.722637,11.257155,2.215495,4.074481,22.442718,2.900713,3.780685,5.696529,13.871494,2.084869,9.408257,5.366002,9.63348,1
2.632496,87.921649,14.005558,4.784224,11.260064,2.215213,4.074585,22.450132,2.901224,3.784542,5.697205,13.872321,2.084197,9.411663,5.363368,9.637564,1
2.630767,87.92154,14.150456,4.795387,11.260122,2.215822,4.074826,22.450304,2.899255,3.786811,5.691221,13.872341,2.083371,9.410591,5.363945,9.636552,1
2.630201,87.918711,14.15538,4.807415,11.259186,2.219356,4.079539,22.44936,2.898692,3.787631,5.675752,13.872154,2.087153,9.410448,5.362995,9.63765,1
2.630888,87.916212,14.299976,4.810074,11.258884,2.217581,4.079221,22.448675,2.898666,3.785268,5.675723,13.87187,2.084253,9.40947,5.364916,9.637559,1
2.632325,87.918114,14.323181,4.811632,11.259553,2.221034,4.08029,22.451616,2.899076,3.789243,5.666329,13.872406,2.079913,9.410239,5.36617,9.636983,1
2.639342,87.949711,14.316843,4.812933,11.265071,2.222466,4.081235,22.455329,2.898766,3.794804,5.664583,13.876652,2.079627,9.413955,5.366126,9.639383,1
2.638397,87.950437,14.28869,4.825164,11.265183,2.217278,4.08132,22.455248,2.898619,3.795077,5.663001,13.876727,2.078275,9.413699,5.36705,9.637594,1
2.639312,87.952404,14.285824,4.834277,11.266773,2.219966,4.082964,22.453825,2.895903,3.79513,5.663037,13.87442,2.074441,9.414161,5.368872,9.638838,1
2.639411,87.950353,14.26643,4.833537,11.266696,2.217259,4.085218,22.452994,2.895621,3.796869,5.658179,13.874211,2.074135,9.412738,5.368478,9.637614,1
2.638497,87.957178,14.179189,4.850683,11.267459,2.216521,4.085593,22.456267,2.895449,3.804819,5.658666,13.873082,2.073921,9.413956,5.368171,9.638697,1
