0.298,0.328,0.423
0.298,0.328,0.423
0.298,0.328,0.422
0.298,0.328,0.422
0.298,0.328,0.422
0.298,0.328,0.422
0.298,0.328,0.422
0.298,0.328,0.423
0.298,0.328,0.422
0.298,0.328,0.422
0.298,0.328,0.422
0.298,0.328,0.422
0.298,0.328,0.422
0.298,0.328,0.422
0.298,0.328,0.422
0.298,0.328,0.422
0.298,0.328,0.423
0.298,0.328,0.423
0.298,0.329,0.422
0.298,0.329,0.422
0.298,0.329,0.422
0.298,0.328,0.422
0.298,0.328,0.422
0.298,0.328,0.422
0.298,0.328,0.422
0.298,0.328,0.423
0.298,0.328,0.423
0.298,0.328,0.422
0.298,0.328,0.422
0.298,0.328,0.422
0.298,0.329,0.422
0.298,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.299,0.329,0.422
0.300,0.329,0.421
0.300,0.329,0.421
0.300,0.329,0.421
0.301,0.331,0.420
0.301,0.331,0.420
0.306,0.334,0.416
0.306,0.334,0.416
0.306,0.334,0.416
0.306,0.334,0.416
0.329,0.350,0.400
0.329,0.350,0.400
0.394,0.385,0.358
0.394,0.385,0.358
0.394,0.385,0.358
0.394,0.385,0.358
0.540,0.448,0.283
0.540,0.448,0.283
0.540,0.448,0.283
0.540,0.448,0.283
0.658,0.490,0.231
0.698,0.501,0.213
0.698,0.501,0.213
0.698,0.501,0.213
0.715,0.504,0.203
0.715,0.504,0.203
0.715,0.504,0.203
0.715,0.504,0.203
0.723,0.501,0.196
0.723,0.501,0.196
0.718,0.488,0.195
0.718,0.488,0.195
0.718,0.488,0.195
0.718,0.488,0.195
0.707,0.470,0.193
0.707,0.470,0.193
0.707,0.470,0.193
0.707,0.470,0.193
0.692,0.445,0.191
0.692,0.445,0.191
0.677,0.424,0.190
0.677,0.424,0.190
0.677,0.424,0.190
0.670,0.418,0.191
0.670,0.418,0.191
0.670,0.418,0.191
0.670,0.418,0.191
0.664,0.412,0.191
0.664,0.412,0.191
0.662,0.410,0.191
0.662,0.410,0.191
0.662,0.410,0.191
0.662,0.410,0.191
0.661,0.412,0.192
0.661,0.412,0.192
0.660,0.412,0.192
0.660,0.412,0.192
0.660,0.412,0.192
0.660,0.412,0.192
0.660,0.413,0.193
0.660,0.413,0.193
0.660,0.413,0.193
0.660,0.417,0.194
0.654,0.421,0.200
0.654,0.421,0.200
0.654,0.421,0.200
0.654,0.421,0.200
0.630,0.417,0.215
0.630,0.417,0.215
0.630,0.417,0.215
0.630,0.417,0.215
0.577,0.402,0.242
0.577,0.402,0.242
0.494,0.383,0.282
0.494,0.383,0.282
0.494,0.383,0.282
0.494,0.383,0.282
0.418,0.370,0.319
0.418,0.370,0.319
0.418,0.370,0.319
0.388,0.365,0.340
0.388,0.365,0.340
0.372,0.364,0.353
0.372,0.364,0.353
0.372,0.364,0.353
0.372,0.364,0.353
0.362,0.363,0.365
0.362,0.363,0.365
0.353,0.362,0.374
0.353,0.362,0.374
0.353,0.362,0.374
0.353,0.362,0.374
0.348,0.360,0.381
0.348,0.360,0.381
0.348,0.360,0.381
0.348,0.360,0.381
0.342,0.356,0.388
0.342,0.356,0.388
0.339,0.353,0.393
0.339,0.353,0.393
0.337,0.352,0.396
0.337,0.352,0.396
0.337,0.352,0.396
0.337,0.352,0.396
0.336,0.351,0.398
0.336,0.351,0.398
0.335,0.350,0.399
0.335,0.350,0.399
0.335,0.350,0.399
0.335,0.350,0.399
0.335,0.349,0.401
0.335,0.349,0.401
0.335,0.349,0.401
0.335,0.349,0.401
0.331,0.346,0.401
0.331,0.346,0.401
0.308,0.322,0.401
0.308,0.322,0.401
0.308,0.322,0.401
0.253,0.256,0.394
0.253,0.256,0.394
0.274,0.209,0.341
0.274,0.209,0.341
0.274,0.209,0.341
0.274,0.209,0.341
0.291,0.191,0.319
0.291,0.191,0.319
0.291,0.191,0.319
0.291,0.191,0.319
0.295,0.182,0.309
0.295,0.182,0.309
0.303,0.181,0.301
0.303,0.181,0.301
0.303,0.181,0.301
0.318,0.184,0.290
0.318,0.184,0.290
0.318,0.184,0.290
0.348,0.190,0.271
0.348,0.190,0.271
0.384,0.196,0.246
0.384,0.196,0.246
0.384,0.196,0.246
0.384,0.196,0.246
0.401,0.199,0.234
0.401,0.199,0.234
0.401,0.199,0.234
0.415,0.201,0.224
0.415,0.201,0.224
0.426,0.202,0.217
0.426,0.202,0.217
0.426,0.202,0.217
0.426,0.202,0.217
0.432,0.205,0.216
0.431,0.206,0.217
0.431,0.206,0.217
0.431,0.206,0.217
0.431,0.206,0.217
0.432,0.207,0.217
0.432,0.207,0.217
0.432,0.207,0.217
0.432,0.207,0.217
0.431,0.210,0.220
0.431,0.210,0.220
0.429,0.213,0.225
0.429,0.213,0.225
0.429,0.213,0.225
0.429,0.213,0.225
0.427,0.215,0.227
0.427,0.215,0.227
0.427,0.215,0.227
0.421,0.221,0.235
0.421,0.221,0.235
0.398,0.237,0.259
0.398,0.237,0.259
0.398,0.237,0.259
0.356,0.278,0.305
0.356,0.278,0.305
0.356,0.278,0.305
0.356,0.278,0.305
0.343,0.331,0.356
0.343,0.331,0.356
0.343,0.331,0.356
0.342,0.338,0.367
0.342,0.338,0.367
0.341,0.341,0.375
0.341,0.341,0.375
0.341,0.341,0.375
0.341,0.341,0.375
0.340,0.342,0.380
0.340,0.342,0.380
0.340,0.342,0.380
0.338,0.341,0.384
0.338,0.341,0.384
0.336,0.341,0.386
0.336,0.341,0.386
0.336,0.341,0.386
0.336,0.341,0.386
0.336,0.340,0.389
0.336,0.340,0.389
0.336,0.340,0.389
0.335,0.340,0.390
0.335,0.340,0.390
0.334,0.339,0.392
0.334,0.339,0.392
0.334,0.339,0.392
0.334,0.339,0.392
0.333,0.338,0.393
0.333,0.338,0.393
0.333,0.338,0.393
0.333,0.338,0.393
0.332,0.338,0.394
0.332,0.338,0.394
0.332,0.337,0.395
0.332,0.337,0.395
0.332,0.337,0.395
0.332,0.337,0.395
0.331,0.337,0.396
0.328,0.334,0.397
0.328,0.334,0.397
0.328,0.334,0.397
0.328,0.334,0.397
0.317,0.323,0.397
0.317,0.323,0.397
0.317,0.323,0.397
0.317,0.323,0.397
0.300,0.307,0.397
0.274,0.280,0.397
0.274,0.280,0.397
0.274,0.280,0.397
0.274,0.280,0.397
0.228,0.209,0.378
0.228,0.209,0.378
0.228,0.209,0.378
0.228,0.209,0.378
0.239,0.181,0.346
0.248,0.172,0.333
0.248,0.172,0.333
0.248,0.172,0.333
0.249,0.170,0.331
0.249,0.170,0.331
0.249,0.170,0.331
0.249,0.170,0.331
0.250,0.170,0.330
0.250,0.170,0.330
0.255,0.171,0.328
0.255,0.171,0.328
0.255,0.171,0.328
0.255,0.171,0.328
0.255,0.171,0.329
0.255,0.171,0.329
0.255,0.171,0.329
0.255,0.171,0.329
0.254,0.173,0.330
0.251,0.174,0.333
0.251,0.174,0.333
0.251,0.174,0.333
0.251,0.174,0.333
0.248,0.174,0.335
0.248,0.174,0.335
0.246,0.177,0.338
0.246,0.177,0.338
0.246,0.177,0.338
0.246,0.177,0.338
0.244,0.184,0.344
0.244,0.184,0.344
0.244,0.184,0.344
0.247,0.209,0.362
0.247,0.209,0.362
0.292,0.274,0.378
0.292,0.274,0.378
0.292,0.274,0.378
0.309,0.301,0.386
0.309,0.301,0.386
0.309,0.301,0.386
0.313,0.310,0.391
0.313,0.310,0.391
0.314,0.314,0.396
0.314,0.314,0.396
0.314,0.314,0.396
0.314,0.314,0.396
0.313,0.315,0.400
0.313,0.315,0.400
0.313,0.315,0.400
0.313,0.315,0.400
0.314,0.317,0.402
0.314,0.317,0.402
0.313,0.317,0.404
0.313,0.317,0.404
0.313,0.317,0.404
0.313,0.317,0.404
0.313,0.318,0.405
0.312,0.317,0.406
0.312,0.317,0.406
0.312,0.317,0.406
0.312,0.317,0.406
0.313,0.317,0.407
0.313,0.317,0.407
0.313,0.317,0.407
0.313,0.317,0.407
0.311,0.318,0.407
0.305,0.326,0.404
0.305,0.326,0.404
0.305,0.326,0.404
0.275,0.361,0.385
0.275,0.361,0.385
0.275,0.361,0.385
0.275,0.361,0.385
0.197,0.467,0.333
0.197,0.467,0.333
0.135,0.578,0.280
0.135,0.578,0.280
0.135,0.578,0.280
0.119,0.606,0.256
0.119,0.606,0.256
