14,51,16,0,0,11,26,16,1,0,0,0,0
15,55,17,0,0,13,30,21,1,0,0,0,0
16,60,18,0,0,14,35,26,1,0,0,0,0
15,63,19,0,0,16,39,30,1,0,0,0,0
15,65,19,0,0,17,43,33,1,0,0,0,0
15,66,20,0,0,19,45,37,1,0,0,0,0
15,67,21,0,0,20,46,40,1,0,0,0,0
14,66,22,0,0,21,47,44,1,0,0,0,0
13,65,22,0,0,21,48,47,1,0,0,0,0
13,63,22,0,0,22,49,50,1,0,0,0,0
13,63,23,0,0,22,50,52,1,0,0,0,0
14,63,23,0,0,23,50,55,1,0,0,0,0
14,62,23,0,0,23,51,57,1,0,0,0,0
14,62,23,0,0,24,52,58,1,0,0,0,0
14,61,23,0,0,23,53,58,1,0,0,0,0
15,61,22,0,0,23,53,58,1,0,0,0,0
16,60,22,0,0,23,53,57,1,0,0,0,0
17,59,22,0,0,22,53,56,1,0,0,0,0
18,58,22,0,0,21,52,53,1,0,0,0,0
19,58,22,0,0,19,52,52,1,0,0,0,0
20,58,22,1,0,18,51,51,1,0,0,0,0
21,58,21,1,0,18,51,49,1,0,0,0,0
22,59,20,1,0,18,53,48,1,0,0,0,0
23,59,20,1,0,18,55,46,1,0,0,0,0
24,59,19,1,0,19,57,45,1,0,0,0,0
24,59,19,1,0,19,59,46,1,0,0,0,0
24,59,19,1,0,19,60,46,1,0,0,0,0
24,58,18,1,0,19,61,47,1,0,0,0,0
23,58,19,1,0,19,61,49,1,0,0,0,0
23,57,19,1,0,20,62,50,1,0,0,0,0
23,55,19,1,0,20,64,52,1,0,0,0,0
23,53,20,1,0,20,65,52,1,0,0,0,0
22,51,21,1,0,21,66,52,1,0,0,0,0
21,49,21,1,0,22,65,52,1,0,0,0,0
20,47,21,1,0,23,64,52,1,0,0,0,0
19,45,21,1,0,24,63,52,1,0,0,0,0
18,43,22,1,0,26,64,53,1,0,0,0,0
17,41,22,1,0,27,64,55,1,0,0,0,0
17,39,21,1,0,27,63,56,1,0,0,0,0
17,38,21,1,0,28,62,57,1,0,0,0,0
17,37,21,1,0,28,60,57,1,0,0,0,0
17,36,21,1,0,28,58,57,1,0,0,0,0
17,35,20,1,0,28,57,57,1,0,0,0,0
