11,6,12,3,0,32,71,37,0,1,0,0,0 
11,6,13,3,0,34,72,35,0,1,0,0,0 
11,6,13,3,0,35,72,34,0,1,0,0,0 
11,6,13,3,0,36,71,34,0,1,0,0,0 
11,6,12,2,0,38,72,34,0,1,0,0,0 
11,7,12,2,0,39,72,34,0,1,0,0,0 
11,7,11,2,0,40,71,34,0,1,0,0,0 
11,7,11,2,0,42,70,34,0,1,0,0,0 
10,7,11,2,0,43,68,33,0,1,0,0,0 
10,6,11,4,0,43,67,34,0,1,0,0,0 
9,6,11,5,0,42,68,35,0,1,0,0,0 
9,6,12,6,0,42,68,36,0,1,0,0,0 
9,6,13,7,0,42,67,36,0,1,0,0,0 
9,6,14,8,0,42,68,35,0,1,0,0,0 
9,6,15,9,0,42,69,35,0,1,0,0,0 
9,6,15,10,0,41,70,35,0,1,0,0,0 
9,6,16,10,0,40,71,36,0,1,0,0,0 
9,6,16,11,0,39,72,37,0,1,0,0,0 
9,6,17,12,0,38,74,38,0,1,0,0,0 
8,6,17,12,0,37,75,38,0,1,0,0,0 
8,6,17,13,0,36,75,39,0,1,0,0,0 
8,6,18,14,0,35,75,40,0,1,0,0,0 
7,6,18,15,0,34,75,42,0,1,0,0,0 
7,5,19,15,0,32,76,44,0,1,0,0,0 
7,5,19,15,0,32,77,46,0,1,0,0,0 
7,5,20,14,0,31,78,47,0,1,0,0,0 
7,5,20,13,0,31,77,47,0,1,0,0,0 
6,5,20,12,0,30,77,46,0,1,0,0,0 
6,5,20,11,0,29,76,46,0,1,0,0,0 
6,5,19,10,0,29,75,45,0,1,0,0,0 
5,5,18,10,0,29,75,45,0,1,0,0,0 
5,5,18,9,0,29,74,44,0,1,0,0,0 
5,5,17,9,0,29,72,43,0,1,0,0,0 
5,5,16,8,0,30,71,41,0,1,0,0,0 
6,5,15,8,0,30,70,40,0,1,0,0,0 
7,5,15,7,0,32,69,40,0,1,0,0,0 
7,5,14,6,0,33,69,41,0,1,0,0,0 
8,6,14,6,0,35,70,41,0,1,0,0,0 
9,6,13,5,0,37,71,40,0,1,0,0,0 
9,6,13,5,0,39,71,40,0,1,0,0,0 
10,6,13,4,0,40,71,39,0,1,0,0,0 
11,6,13,4,0,41,71,39,0,1,0,0,0 
11,6,14,4,0,42,72,39,0,1,0,0,0 
11,6,14,4,0,44,73,39,0,1,0,0,0 
11,6,15,3,0,45,73,39,0,1,0,0,0 
12,6,15,3,0,45,73,39,0,1,0,0,0 
12,6,16,3,0,46,73,39,0,1,0,0,0 
12,6,16,2,0,45,72,39,0,1,0,0,0 
12,6,17,2,0,46,73,40,0,1,0,0,0 
11,6,17,2,0,45,73,40,0,1,0,0,0 
10,5,18,2,0,45,73,39,0,1,0,0,0 
10,6,19,2,0,45,72,39,0,1,0,0,0 
9,6,19,2,0,44,72,38,0,1,0,0,0 
9,6,20,2,0,44,71,38,0,1,0,0,0 
9,6,20,1,0,42,70,38,0,1,0,0,0 
9,6,20,1,0,41,70,37,0,1,0,0,0 
8,6,19,1,0,41,71,37,0,1,0,0,0 
8,6,18,1,0,40,71,37,0,1,0,0,0 
8,6,18,1,0,39,71,38,0,1,0,0,0 
8,6,17,1,0,38,71,39,0,1,0,0,0 
8,6,16,1,0,36,71,39,0,1,0,0,0 
8,6,16,2,0,37,72,39,0,1,0,0,0 
7,6,16,2,0,38,71,40,0,1,0,0,0 
7,6,16,3,0,40,71,40,0,1,0,0,0 
7,5,16,3,0,40,70,40,0,1,0,0,0 
7,5,16,3,0,42,70,41,0,1,0,0,0 
7,6,15,4,0,43,70,42,0,1,0,0,0 
7,5,15,4,0,43,70,43,0,1,0,0,0 
7,5,15,4,0,42,69,44,0,1,0,0,0 
7,5,16,5,0,42,70,46,0,1,0,0,0 
7,5,16,5,0,42,70,46,0,1,0,0,0 
7,5,17,5,0,42,69,46,0,1,0,0,0 
7,5,17,5,0,41,67,45,0,1,0,0,0 
7,5,18,6,0,41,66,45,0,1,0,0,0 
7,5,18,6,0,41,65,44,0,1,0,0,0 
7,5,18,6,0,41,66,44,0,1,0,0,0 
8,5,18,6,0,42,66,44,0,1,0,0,0 
8,5,17,6,0,42,66,45,0,1,0,0,0 
8,6,16,6,0,41,67,46,0,1,0,0,0 
9,6,16,6,0,39,68,47,0,1,0,0,0 
9,5,15,6,0,38,70,47,0,1,0,0,0 
9,5,14,6,0,36,71,47,0,1,0,0,0 
9,5,14,5,0,34,70,47,0,1,0,0,0 
9,5,14,5,0,32,70,46,0,1,0,0,0 
9,4,13,5,0,31,70,45,0,1,0,0,0 
9,4,13,5,0,30,69,43,0,1,0,0,0 
8,4,13,5,0,29,69,42,0,1,0,0,0 
8,4,14,5,0,28,68,41,0,1,0,0,0 
8,4,15,5,0,27,67,40,0,1,0,0,0 
8,4,16,5,0,26,67,39,0,1,0,0,0 
8,4,17,5,0,26,67,40,0,1,0,0,0 
8,4,18,5,0,26,66,40,0,1,0,0,0 
8,4,19,5,0,26,65,41,0,1,0,0,0 
8,4,20,5,0,26,65,41,0,1,0,0,0 
9,5,20,5,0,28,66,41,0,1,0,0,0 
9,5,21,5,0,29,65,42,0,1,0,0,0 
10,5,21,5,0,29,65,43,0,1,0,0,0 
10,5,22,5,0,29,65,44,0,1,0,0,0 
11,5,22,5,0,30,67,46,0,1,0,0,0 
11,5,22,5,0,31,68,48,0,1,0,0,0 
11,5,22,5,0,32,69,50,0,1,0,0,0 
11,5,22,6,0,33,70,51,0,1,0,0,0 
11,6,21,6,0,34,71,53,0,1,0,0,0 
11,6,20,6,0,35,73,54,0,1,0,0,0 
10,6,19,7,0,36,75,55,0,1,0,0,0 
10,6,18,7,0,38,76,55,0,1,0,0,0 
10,6,17,7,0,41,76,54,0,1,0,0,0 
10,6,16,6,0,42,76,53,0,1,0,0,0 
11,6,15,6,0,41,77,52,0,1,0,0,0 
11,6,14,6,0,41,77,51,0,1,0,0,0 
10,5,13,6,0,39,76,51,0,1,0,0,0 
10,5,13,6,0,39,76,50,0,1,0,0,0 
10,5,13,6,0,39,76,51,0,1,0,0,0 
9,5,13,5,0,39,75,51,0,1,0,0,0 
9,5,13,5,0,39,74,51,0,1,0,0,0 
9,6,13,5,0,39,72,50,0,1,0,0,0 
9,6,13,5,0,39,71,49,0,1,0,0,0 
8,6,13,4,0,39,70,48,0,1,0,0,0 
8,6,14,4,0,40,69,47,0,1,0,0,0 
8,6,13,4,0,42,69,46,0,1,0,0,0 
8,6,13,4,0,44,69,45,0,1,0,0,0 
7,6,13,3,0,44,70,46,0,1,0,0,0 
7,5,14,3,0,45,71,46,0,1,0,0,0 
6,5,15,3,0,46,72,47,0,1,0,0,0 
6,5,15,3,0,47,73,47,0,1,0,0,0 
5,6,16,3,0,47,73,48,0,1,0,0,0 
4,6,17,3,0,48,73,48,0,1,0,0,0 
4,6,17,3,0,47,72,47,0,1,0,0,0 
4,6,17,3,0,46,71,45,0,1,0,0,0 
4,6,17,2,0,46,70,45,0,1,0,0,0 
4,6,16,2,0,46,71,44,0,1,0,0,0 
3,6,17,2,0,46,71,43,0,1,0,0,0 
4,6,17,2,0,47,73,44,0,1,0,0,0 
4,6,18,2,0,46,74,45,0,1,0,0,0 
4,6,19,2,0,46,74,46,0,1,0,0,0 
5,6,19,2,0,45,74,47,0,1,0,0,0 
5,7,19,3,0,44,73,49,0,1,0,0,0 
6,7,19,3,0,42,71,50,0,1,0,0,0 
6,7,19,3,0,41,69,50,0,1,0,0,0 
7,7,19,3,0,40,69,50,0,1,0,0,0 
7,7,18,3,0,39,67,50,0,1,0,0,0 
8,7,18,3,0,38,67,50,0,1,0,0,0 
8,7,17,3,0,38,66,50,0,1,0,0,0 
8,7,17,3,0,37,66,51,0,1,0,0,0 
9,7,17,3,0,38,67,52,0,1,0,0,0 
9,7,16,3,0,38,66,51,0,1,0,0,0 
9,7,16,3,0,37,66,51,0,1,0,0,0 
